,Age,Work_Experience,Spending_Score,Family_Size,Gender,Ever_Married,Ever_Married_Unknown,Graduated,Graduated_Unknown,Artist,Doctor,Engineer,Entertainment,Executive,Healthcare,Homemaker,Lawyer,Marketing,Profession_Unknown,Cat_1,Cat_2,Cat_3,Cat_4,Cat_5,Cat_6,Cat_7,Var_1_Unknown,Work_Experience_Unknown,Age_Unknown,Family_Size_Unknown,Age_2,Log_Age,Age_Normalized,Log_Age_Normalized,Spending_Score_Age,Log_Spending_Score_Age,Spending_Score_Age_2,Family_Size_2,Log_Family_Size,Work_Experience_2,Log_Work_Experience,Age_Exp,Age_Exp_2,Log_Age_Exp,Cluster_Labels
Doctor,-0.11428451307556571,-0.010993169431751243,-0.0900245231767191,-0.0032130280028165236,0.0023676077745366985,-0.08084785204762758,-0.0016562531752927546,-0.03344580380242276,-0.0031245699097176387,-0.2109007813193369,1.0,-0.09852456136381586,-0.11896752622438878,-0.0892992034123425,-0.13245739571999005,-0.05824283516799088,-0.09223225872528557,-0.06387481486871129,-0.040022821725706835,-0.0003886912315000694,0.01817122776711327,-0.0018573510372278162,0.005563273800986941,-0.009886253209438643,-0.013814742831560289,0.01645512326346276,-0.004770626516064147,-0.0049462510483714575,,0.002765152412041992,-0.11523792025471923,-0.10592359350589858,-0.11428451307556552,-0.10537766164153649,-0.11808473929438315,-0.1156975618663616,-0.10750944977897174,-0.006146349730415855,-0.001209716889507208,-0.010008178040674763,-0.013399154194989852,0.00896943614168971,0.009390896036877166,0.008787989116070705,-0.08148283374863238
Engineer,-0.040005952277747746,-0.006727603900463736,-0.025767055218043428,0.034343110646578814,-0.20148450573726118,0.01080190533585132,0.006830337137707566,-0.10363747732498373,-0.026928988379435814,-0.2076269877500865,-0.09852456136381586,1.0,-0.1171208041787597,-0.08791302003245352,-0.13040127166205626,-0.05733873695633409,-0.09080054579561668,-0.06288329195046495,-0.03940155111888837,-0.011299179503979167,-0.03618572602926992,0.032580792301309475,0.15248740537917888,0.005271451068718922,-0.10702461616918214,-0.0063241351015757225,-0.013503189876833958,-0.005249141027400006,,-0.002481191131241304,-0.0581971575781641,-0.016159998314083386,-0.04000595227774786,-0.015155265501873953,-0.04953307025914129,-0.020967595391796115,-0.06495294492771313,0.04172149949568362,0.02427618653234115,-0.0023250416614830393,-0.009722112633244255,-0.010900626649197514,-0.012430465182053688,-0.010565335579623332,0.000593832292847592
Entertainment,-0.02414650916274259,0.01168319424569017,-0.04997966030056895,-0.020366957720893943,0.12902735620517988,0.03166175113962171,-0.018638346168936334,-0.003757549364714155,0.016826541562086832,-0.25070772981001127,-0.11896752622438878,-0.1171208041787597,1.0,-0.10615418502149487,-0.15745836866873747,-0.06923601179341321,-0.10964084654221172,-0.07593101233476102,-0.04757702040112271,0.0008547887322203939,0.008570767440102933,0.04032962451028922,-2.9594857484102236e-05,-0.015085717259172616,-0.019646644653826918,-0.0050479953666967324,-0.022955702062557225,-0.02401970586354027,,-0.0005742563363770422,-0.04307996627907656,-0.0012490261551918668,-0.024146509162742445,-0.0003414163346729695,-0.05370599696032806,-0.02056973920655926,-0.07199177905621396,-0.02927196566118759,-0.010316581585400487,0.009977586834795514,0.01312235576461132,-0.004365694040177805,-0.014951238592045212,-0.002723413309641855,-0.014422651935412084
Executive,0.12410546371354449,-0.03231705228203852,0.33239905667673403,0.11645959653259767,0.23265152687574586,0.19539976787766775,0.007427629329986447,-0.06444431663783974,-0.002077141954753285,-0.18818581231254564,-0.0892992034123425,-0.08791302003245352,-0.10615418502149487,1.0,-0.11819113449668947,-0.05196981812446771,-0.0822984268766545,-0.05699520811248799,-0.03571218262149609,0.007882418686726591,-0.030483433289432225,-0.04822398238342243,0.009524474823076305,-0.019489223994188783,0.043368131776217726,-0.017439065101716476,0.012099772096935956,0.011464907105845665,,-0.029841492333195663,0.11107579249438042,0.13162547012093453,0.12410546371354479,0.13171747934983452,0.24440231045283375,0.24383936144907375,0.21528953069646647,0.0966475763519228,0.12489175509195992,-0.03289304212516826,-0.028060989404592493,-0.059703033912613925,-0.05554003085050997,-0.05943547328879143,0.15347330818285965
Healthcare,-0.4060867878396337,0.012902033484151356,-0.2480444165982586,0.2205445965139573,0.02424148373622118,-0.38140463749032294,0.03625196384260552,-0.19744580000511253,-0.007431529578230657,-0.2791357779001783,-0.13245739571999005,-0.13040127166205626,-0.15745836866873747,-0.11819113449668947,1.0,-0.07708676563465397,-0.12207315272004952,-0.08454092026150758,-0.05297183541131397,0.011015195783021505,0.09166607927429714,0.010811304992570278,0.04072452626945006,0.03565887533923157,-0.10438943535052198,0.02980578552627965,0.017299098421138314,0.016653069280767808,,0.022516477361260525,-0.3377694081123709,-0.4706852240838582,-0.4060867878396326,-0.4729437065877517,-0.3504573558084511,-0.45297987813004476,-0.25340769116849476,0.19578375923798358,0.22125838627515362,0.002857168008416295,0.015484161704872997,0.13411860763170882,0.13541885104647283,0.13218099569161246,-0.2827205592310757
Homemaker,-0.06390997307722601,0.19138975254744553,-0.019797874559660807,-0.0626903295025699,-0.12239532483130823,-0.021571072610104842,0.0029352156086821846,-0.01739415385458577,-0.010966514275589286,-0.12273877961557708,-0.05824283516799088,-0.05733873695633409,-0.06923601179341321,-0.05196981812446771,-0.07708676563465397,1.0,-0.05367678017270486,-0.03717348402463092,-0.023292243227619996,0.0023100571166427895,-0.0028503566890598028,0.05942023548731787,-0.017846280096667173,0.0033729841596499325,-0.016299913223582957,-0.026013669597206662,0.0036459013460096684,0.016250143492092733,,0.07154545742057375,-0.06788340970435876,-0.05347090703254324,-0.06390997307722653,-0.05286572112678423,-0.05693506273367725,-0.04643575524862213,-0.05756217241462336,-0.048691893498072264,-0.07133624849342905,0.19500174109487814,0.16875595099350174,0.18511686448350248,0.16511816081694822,0.18539554932507102,-0.04592379359142171
Lawyer,0.5449835088112833,-0.10279261055423121,0.19886811071117555,-0.1649802364618477,-0.030328326026934062,0.19802909765915705,-0.006628604434177269,-0.021080567226562714,0.03276236276284188,-0.19436682373854003,-0.09223225872528557,-0.09080054579561668,-0.10964084654221172,-0.0822984268766545,-0.12207315272004952,-0.05367678017270486,1.0,-0.05886723038792428,-0.036885158448515684,-0.011435410462984765,-0.05221250912070033,-0.04036833844714553,-0.0672027143253282,-0.015702683211214933,0.11864740118269912,-0.04569142780168666,0.00999613870834552,0.04191118731670763,,0.02335433278842021,0.6125971185159818,0.45487753429498573,0.5449835088112837,0.451387751183584,0.48076018825766775,0.40323008315079745,0.517381668081853,-0.14003124345779527,-0.16863482049387304,-0.09150490712717385,-0.09617003120543705,-0.15260182516301612,-0.11064102512503433,-0.15680241351802263,0.17808801122733933
Marketing,-0.08121808645358965,-0.01326273317248353,-0.07003550168407374,0.05382294367515546,-0.030543298656616293,-0.10013789591800991,0.013953000460079303,-0.09045352550310083,0.015464603816692912,-0.13460740368396784,-0.06387481486871129,-0.06288329195046495,-0.07593101233476102,-0.05699520811248799,-0.08454092026150758,-0.03717348402463092,-0.05886723038792428,1.0,-0.025544562172324863,0.02145556449334987,-0.02657307802677182,0.05315426931549918,0.020513819565031247,-0.0003870030246627768,-0.044765211792685076,0.010936000129326303,-0.00011384799356983728,0.0157901313901081,,0.009115277404877355,-0.07231148606148093,-0.08884752496993646,-0.08121808645358941,-0.0891018013629017,-0.08308091831346005,-0.09833687897544584,-0.06519990875825374,0.051089290348041945,0.05198704198680127,-0.0072844492914732805,-0.015901984038620906,0.00813612844715664,0.010301390888128368,0.007647590684091355,-0.07491187220459625
Profession_Unknown,0.0035547915512867175,-0.008050628043312151,-0.006538249870365393,-0.00045248915837206035,0.016353461783852496,-0.00822156586534049,0.023457220233533867,-0.05395481334223077,0.06584782986075463,-0.08434260250580664,-0.040022821725706835,-0.03940155111888837,-0.04757702040112271,-0.03571218262149609,-0.05297183541131397,-0.023292243227619996,-0.036885158448515684,-0.025544562172324863,1.0,0.002300642387160045,-0.015730283710604517,0.002717556143377538,0.0497233655584135,-0.01338540410420443,-0.04159013549824093,0.03463229740280461,0.008627525141433074,0.054598173719186814,,0.033025224563290295,0.0022236934897061954,0.0030893011974853315,0.0035547915512866572,0.0029926267247562914,-0.0010988367169513559,-0.0005629545482582807,-0.0018957299394636066,0.0031837983004367717,-0.002622856671906349,-0.012912804459657258,-0.00037347623121690193,-0.003933437359814011,-0.00048073532360767894,-0.004317416464559283,-0.0032145540579166286
Cat_1,-0.03484131668126211,-0.02600825309656928,-0.012703735494909576,0.012717848880116544,-0.013371785621091129,-0.0059110540159790165,0.006948248174853371,-0.01651160104952703,-0.012944636341534154,-0.010257884088544085,-0.0003886912315000694,-0.011299179503979167,0.0008547887322203939,0.007882418686726591,0.011015195783021505,0.0023100571166427895,-0.011435410462984765,0.02145556449334987,0.002300642387160045,1.0,-0.030665680425995975,-0.042549348315814105,-0.05148220538192137,-0.013385404104204404,-0.16711516172604196,-0.02123129796137597,-0.013298369230627367,0.005859420027245726,,0.01652939061591846,-0.03397605758836141,-0.035073221705163575,-0.034841316681262134,-0.035077975770761334,-0.027667185217977477,-0.03074121603819331,-0.02334990391829841,0.006501186803888706,0.01629450514482733,-0.024415138143443003,-0.026030232892139037,-0.01794570191064928,-0.017751481668306233,-0.017741890028681172,-0.024874030678886775
Cat_2,-0.08247702555334804,0.01249205664745862,-0.03621978665823162,0.07979281290075943,-0.023400761360822826,-0.08596833530059864,0.019743366703382233,0.011802446498956162,0.00581028789600422,-0.0017564478602644779,0.01817122776711327,-0.03618572602926992,0.008570767440102933,-0.030483433289432225,0.09166607927429714,-0.0028503566890598028,-0.05221250912070033,-0.02657307802677182,-0.015730283710604517,-0.030665680425995975,1.0,-0.08152090736805286,-0.09863549648027993,-0.025645287912840722,-0.32017833781493016,-0.04067734860629061,-0.025478536548894846,-0.020978038427539827,,-0.019712161962972985,-0.07640923929486158,-0.08604836072145233,-0.08247702555334847,-0.08613115921896765,-0.06717028639933338,-0.07742277179232916,-0.05534282070847886,0.06690803369658234,0.08000326895338312,-0.0007140239577244393,0.02064038388257358,0.02784625615469393,0.009275151459576352,0.030139718399580927,-0.039390934386908855
Cat_3,-0.07724271825606509,0.00130883643529492,-0.051191592636818474,0.007810552105087006,-0.003813234600831493,-0.03659388349899253,0.04108882545342672,-0.03663895037155888,0.03053259088636436,-0.05119978435201307,-0.0018573510372278162,0.032580792301309475,0.04032962451028922,-0.04822398238342243,0.010811304992570278,0.05942023548731787,-0.04036833844714553,0.05315426931549918,0.002717556143377538,-0.042549348315814105,-0.08152090736805286,1.0,-0.1368590566959966,-0.03558343636613973,-0.4442549269937939,-0.05644077191079147,-0.035352064951316896,0.029705185428343106,,0.047105710607465115,-0.07569001515498996,-0.07653967876249908,-0.07724271825606524,-0.07648539242845821,-0.08049745769382537,-0.07700663860930007,-0.07769141626287558,-0.0047047644251714815,0.01662722046472597,-0.005397579179227045,0.009720096504297868,0.017826195335017628,0.01585478613934266,0.018054234093969883,-0.04155532694090532
Cat_4,-0.11354155594289043,-0.04540490215144654,-0.04687403144739706,0.16282100221664025,-0.011181488750177814,-0.03641530586458936,0.019245599033675228,-0.20677397740339276,0.03062897139111703,-0.11009989976580108,0.005563273800986941,0.15248740537917888,-2.9594857484102236e-05,0.009524474823076305,0.04072452626945006,-0.017846280096667173,-0.0672027143253282,0.020513819565031247,0.0497233655584135,-0.05148220538192137,-0.09863549648027993,-0.1368590566959966,1.0,-0.043053862202521,-0.5375222958449986,-0.06829000975193766,-0.04277391641794613,0.0185334764590063,,0.023465685521990284,-0.11006172403888337,-0.1127594296855425,-0.11354155594289032,-0.11264401612424588,-0.1027732626651868,-0.09913969337691822,-0.09917389879922833,0.1765282277223528,0.14094511924734782,-0.041557024796333074,-0.042191455293181315,-0.022216828360264756,-0.01841091532916471,-0.02239648341645383,-0.048662787668474025
Cat_5,-0.044632426949057856,-0.000952928749714167,-0.018953062222210423,0.0385261593839346,-0.030084167189898762,-0.025752172735117977,-0.005074954248653094,-0.01621713661767426,0.015966261400796808,0.008816820198232437,-0.009886253209438643,0.005271451068718922,-0.015085717259172616,-0.019489223994188783,0.03565887533923157,0.0033729841596499325,-0.015702683211214933,-0.0003870030246627768,-0.01338540410420443,-0.013385404104204404,-0.025645287912840722,-0.03558343636613973,-0.043053862202521,1.0,-0.13975611750757733,-0.017755443264882823,-0.011121243779792166,-0.026935709866195395,,0.022843267041667475,-0.04261573552673822,-0.04420013103999469,-0.04463242694905784,-0.0440948123996334,-0.03863293671283449,-0.03920976449270842,-0.03551040205384678,0.04186124576609498,0.033059764878281994,0.0026481720738209757,-0.005410506576239439,0.007285293611180699,0.013691278605573093,0.006267344314644536,-0.014754680616287721
Cat_6,0.19890361736271536,0.035382931138863004,0.09658098595280609,-0.1867056468423672,0.03848810304203148,0.10042865469702632,-0.04931285518163678,0.18157561481828335,-0.03612863980683278,0.11172354817075413,-0.013814742831560289,-0.10702461616918214,-0.019646644653826918,0.043368131776217726,-0.10438943535052198,-0.016299913223582957,0.11864740118269912,-0.044765211792685076,-0.04159013549824093,-0.16711516172604196,-0.32017833781493016,-0.4442549269937939,-0.5375222958449986,-0.13975611750757733,1.0,-0.221674575502463,-0.13884739215836844,-0.02086039120773713,,-0.06190537747726921,0.19223912828976128,0.19869181622342247,0.1989036173627161,0.1985500759856948,0.18353972026435642,0.18277230764853553,0.17285290322356595,-0.1827214011147169,-0.17481490509608485,0.040716278922472454,0.026046099103911657,-0.005276398305387404,-6.897068612469699e-05,-0.006082057647763436,0.08987929115528455
Cat_7,-0.03484750337164936,-0.0025092379165205883,-0.01145900240270746,0.039893684086972456,-0.012315573024647095,-0.009254204138365908,0.0015577956499969409,-0.0005908873962907535,-0.017170774550949702,0.006811262017123632,0.01645512326346276,-0.0063241351015757225,-0.0050479953666967324,-0.017439065101716476,0.02980578552627965,-0.026013669597206662,-0.04569142780168666,0.010936000129326303,0.03463229740280461,-0.02123129796137597,-0.04067734860629061,-0.05644077191079147,-0.06829000975193766,-0.017755443264882823,-0.221674575502463,1.0,-0.017639993425054765,0.0031857605094525493,,0.0013294279568033104,-0.03822839019852212,-0.0297917984840256,-0.03484750337164943,-0.029581052504465258,-0.029904199767882406,-0.026300646478725296,-0.030504154139755973,0.04694386637229709,0.03317637169787316,0.0014388421012910134,-0.005784914654382837,0.004210823865603338,0.007323356665880392,0.0036218420752533527,-0.010039971500527258
Var_1_Unknown,0.008043186790088822,-0.006574396517267241,-0.008841808178845915,0.002428749713152112,-0.01236822672012495,0.0005985558166254164,-0.004915205302736414,-0.028616925014271107,-0.010755032517078787,-0.0020476732845937126,-0.004770626516064147,-0.013503189876833958,-0.022955702062557225,0.012099772096935956,0.017299098421138314,0.0036459013460096684,0.00999613870834552,-0.00011384799356983728,0.008627525141433074,-0.013298369230627367,-0.025478536548894846,-0.035352064951316896,-0.04277391641794613,-0.011121243779792166,-0.13884739215836844,-0.017639993425054765,1.0,0.009277784286241339,,0.06938621903815789,0.011574429672144436,0.004123779189399124,0.008043186790088796,0.003985710189804134,-0.0036387750733623443,-0.0012516139545572134,-0.007829306884840159,-0.0042766906364187455,0.006525087875479264,-0.007342465856910896,-0.006879511262095645,-0.006546716452029611,-0.008373354838294196,-0.006222224190508984,0.015287543670385265
Work_Experience_Unknown,0.017108709027423803,-0.009618909118360126,0.03976563049033635,0.00445650746040028,-0.0022836025480064736,0.007337878789371461,0.009750546868690134,-0.0585866753604433,0.02064696915813829,-0.04792946841770266,-0.0049462510483714575,-0.005249141027400006,-0.02401970586354027,0.011464907105845665,0.016653069280767808,0.016250143492092733,0.04191118731670763,0.0157901313901081,0.054598173719186814,0.005859420027245726,-0.020978038427539827,0.029705185428343106,0.0185334764590063,-0.026935709866195395,-0.02086039120773713,0.0031857605094525493,0.009277784286241339,1.0,,0.06382164921716112,0.023308462737389776,0.010107353308551384,0.017108709027423744,0.009855949129666412,0.0338115911806693,0.025886241090455883,0.03664839022622969,0.0015219262790419847,0.006561065031289535,-0.11181971607837751,0.13172026690354638,-0.023866525852344198,-0.09645206301901911,-0.011313162131791985,0.013553045021111869
Age_Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Family_Size_Unknown,0.004044069735776203,0.010603032718505706,-0.07874457431087697,-0.0002521661882390647,-0.030105661403819844,-0.06019637162582026,0.019023452456430587,-0.03424192748512607,0.03188709631325579,-0.05420476475854394,0.002765152412041992,-0.002481191131241304,-0.0005742563363770422,-0.029841492333195663,0.022516477361260525,0.07154545742057375,0.02335433278842021,0.009115277404877355,0.033025224563290295,0.01652939061591846,-0.019712161962972985,0.047105710607465115,0.023465685521990284,0.022843267041667475,-0.06190537747726921,0.0013294279568033104,0.06938621903815789,0.06382164921716112,,1.0,0.011705606444095955,-0.0036772888851602727,0.004044069735776155,-0.003917824759629582,-0.04110332101285573,-0.04294468091858201,-0.03565798211272921,-0.04298100515075166,0.04117017665177061,0.004288036200407363,0.01580338284665976,0.01763034776039295,0.01804879509676891,0.01742605808952142,-0.0356265776489453
Age_2,0.9811616752486,-0.19077891847017034,0.3748849292305159,-0.24519225126858066,0.036921381603929854,0.4907552829356587,-0.012163958866252598,0.14161530470468478,0.0199509401988975,0.035476300908156004,-0.11523792025471923,-0.0581971575781641,-0.04307996627907656,0.11107579249438042,-0.3377694081123709,-0.06788340970435876,0.6125971185159818,-0.07231148606148093,0.0022236934897061954,-0.03397605758836141,-0.07640923929486158,-0.07569001515498996,-0.11006172403888337,-0.04261573552673822,0.19223912828976128,-0.03822839019852212,0.011574429672144436,0.023308462737389776,,0.011705606444095955,1.0,0.9189944435651037,0.9811616752485983,0.9158091473332818,0.8318430144803489,0.8174433043595408,0.7846939079928912,-0.22202830211282815,-0.2410676273270502,-0.17293460304049788,-0.17724341565432777,-0.33732689076465705,-0.27875602315541204,-0.3414346099533217,0.5017424130267932
Log_Age,0.9770365901837166,-0.16672091942596456,0.40994479421587143,-0.27849725535321,0.03029385830138786,0.5810315662644664,-0.02105887923159904,0.28166041325106017,0.011348266263307864,0.15788867311033225,-0.10592359350589858,-0.016159998314083386,-0.0012490261551918668,0.13162547012093453,-0.4706852240838582,-0.05347090703254324,0.45487753429498573,-0.08884752496993646,0.0030893011974853315,-0.035073221705163575,-0.08604836072145233,-0.07653967876249908,-0.1127594296855425,-0.04420013103999469,0.19869181622342247,-0.0297917984840256,0.004123779189399124,0.010107353308551384,,-0.0036772888851602727,0.9189944435651037,1.0,0.9770365901837198,0.9999617597965307,0.8169798195131914,0.8957017111989586,0.698369883391239,-0.2553102482302209,-0.2728457293027398,-0.15195585568551315,-0.15387613116681098,-0.36951443162446246,-0.3362239157981949,-0.3694709713943724,0.5766424581461578
